{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( pipkin OR historiographers OR gillie OR helpmeet OR once OR async OR griffin OR wiseness OR demurrers OR tsarevna)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( glyphic OR unjustifiable OR cherries OR physiology OR gleaning OR fecund OR overintensely OR arborizing OR hitler OR creole)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( maltreating OR corollas OR poppy OR execrate OR puslike OR guernseys OR gnashes OR seashores OR moving OR shirrings)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( outspells OR unapplied OR moleskin OR custodians OR ruralizes OR moisten OR ironworker OR reappearance OR geminated OR forte)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( supernaturalness OR caromed OR pennies OR enjoyment OR hoc OR proroguing OR careeners OR monologuist OR demitasse OR repositories)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( subdividable OR photoengraver OR synergistically OR degreasing OR hoodooing OR assurors OR valkyries OR hauteurs OR stigmatizes OR sprightliest)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( josh OR waits OR innervations OR marbler OR airmobile OR beadier OR unhurried OR relets OR gapping OR misapplication)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( dup OR wack OR buzzed OR indemnization OR omelettes OR subornation OR rehabilitated OR beggaries OR doughnut OR shopkeepers)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( nontemporally OR attacking OR foremost OR dizziness OR deviancies OR steamrollers OR dahlias OR boniest OR dawdled OR impureness)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( seabird OR worser OR jewelers OR dimply OR biretta OR sprightliness OR damndest OR rabble OR adenosine OR shovelful)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( platens OR paris OR aggregating OR contend OR piques OR accounted OR muzzled OR confabulations OR precox OR fledgling)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( obscured OR trimesters OR meekness OR cobblers OR sportscast OR fellatios OR silk OR defiler OR flap OR dragon)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( westwards OR cornucopian OR keyhole OR insurgent OR listlessly OR speculative OR unaccountable OR arrests OR sinfulness OR handwoven)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( breathed OR mocked OR encapsulates OR pondering OR nailer OR fezes OR aggressively OR muster OR roubles OR fibrins)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( overjoying OR casual OR undersell OR guiding OR fetchingly OR elephantiases OR battiks OR fibber OR hominoids OR vitalizer)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( ghana OR jays OR leadworks OR broiled OR chirographers OR sociosexualities OR spate OR earmarks OR peavey OR sharecrops)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( poisonousness OR thunderclaps OR shoaled OR pimplier OR castled OR fanned OR immaculately OR echelons OR crushable OR verbified)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( broadtail OR jarred OR woodenness OR uninvitingly OR institute OR debugging OR bullshit OR disregarding OR querulous OR alga)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( pardoned OR stimulations OR cedarwood OR alginates OR roundly OR decollated OR coshes OR calories OR goldfinches OR malodorously)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( tokays OR trident OR spinels OR attitudes OR hared OR pigs OR blinding OR inbred OR tenutos OR acceptableness)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( tarriness OR stepdown OR peered OR pauser OR susurration OR martinis OR sonneted OR ventral OR dumpish OR schedule)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( deterrer OR superseder OR passionate OR hither OR cowcatcher OR punctuates OR salaries OR barhopped OR taster OR morticians)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( interloped OR amplitude OR aggrandizers OR pancreatic OR hunchbacked OR woes OR vineal OR hadron OR hoggers OR exoticism)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( solecize OR cosmetic OR convokes OR irrationalities OR falchion OR covenantor OR corporally OR pigged OR bossdom OR temperers)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( reprinter OR defected OR bazaars OR fuzed OR piglet OR mixer OR resown OR exasperating OR overburdens OR nevada)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( necrosis OR sequence OR musting OR amiable OR governor OR joy OR reinventing OR herbicide OR publicized OR narration)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( marks OR sizing OR dossier OR libido OR titer OR anarchism OR glorias OR supplementing OR chrysanthemum OR closing)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( monkishly OR unpaved OR fixations OR hyaenic OR beeswings OR sufferings OR herbals OR boarder OR publican OR inebriety)
{!v=$oq}	{!rerank reRankDocs=1000 reRankQuery=$eoe}	{!boost b=recip(ms(NOW,date1M_dv_p_eoe),3.16e-11,1,1) v=*:*}	text_txt:( alexia OR larcenists OR bentwoods OR governableness OR linkman OR cordless OR fuels OR marsupials OR falcons OR prosit)
